Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 09:03:09Z : PB = 816922624 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-04 09:03:09Z : PB = 816922624 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-04 09:03:09Z : PB = 816922624 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-04 09:03:09Z : PB = 816922624 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-04 09:03:09Z : PB = 816922624 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 09:03:09Z : PB = 816922624 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW6\ClassLibrary\ClassLibrary\Model.cs Line 55
FeatureEnvyDetector	WARN	 ClassLibrary.Model envy ClassLibrary.Shapes
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		CreateShapeHint
FeatureEnvyDetector	WARN		AddShape
2022-12-04 09:03:10Z : PB = 816779264 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-04 09:03:10Z : PB = 816779264 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-04 09:03:10Z : PB = 816779264 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 09:18:51Z : PB = 820068352 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-04 09:18:51Z : PB = 820170752 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 09:18:51Z : PB = 821329920 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-04 09:18:51Z : PB = 821329920 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 09:18:51Z : PB = 820723712 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 09:18:51Z : PB = 820682752 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 09:18:51Z : PB = 820682752 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 09:18:51Z : PB = 820682752 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:51Z : PB = 820690944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:51Z : PB = 820690944 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:51Z : PB = 820375552 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:51Z : PB = 820375552 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:51Z : PB = 823824384 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:51Z : PB = 823824384 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:51Z : PB = 823824384 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:51Z : PB = 823824384 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:51Z : PB = 823824384 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:51Z : PB = 822919168 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:51Z : PB = 822919168 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:51Z : PB = 822919168 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:51Z : PB = 826118144 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:51Z : PB = 826118144 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:51Z : PB = 826118144 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:51Z : PB = 826118144 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:51Z : PB = 826118144 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:51Z : PB = 826118144 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:51Z : PB = 826118144 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:51Z : PB = 826118144 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:51Z : PB = 830156800 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:51Z : PB = 830156800 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:51Z : PB = 830156800 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:51Z : PB = 830156800 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:51Z : PB = 830156800 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:51Z : PB = 830156800 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:51Z : PB = 830156800 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:51Z : PB = 830156800 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 833011712 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 833011712 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 833011712 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 833011712 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 833011712 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 833011712 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 833011712 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 833011712 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 837005312 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 837005312 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 837005312 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 837005312 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 837005312 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 837005312 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 836640768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 836640768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 839909376 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 839909376 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 839909376 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 839909376 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 839909376 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 839909376 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 839909376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 839909376 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 844161024 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 844161024 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 844161024 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 844161024 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 844161024 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 843390976 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 843390976 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 843390976 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 847114240 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 847114240 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 847114240 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 847114240 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 847114240 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 847114240 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 847114240 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 847114240 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 850903040 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 850903040 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 850903040 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 850903040 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 850903040 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 850903040 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 850903040 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 850903040 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 854417408 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 854417408 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 854417408 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 854417408 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 854417408 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 854421504 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 854421504 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 854421504 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 820097024 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 820097024 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 820097024 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 820097024 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 820097024 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 819408896 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 819408896 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 819408896 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 822685696 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 822685696 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 822685696 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 822685696 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 822685696 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 822685696 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 822685696 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 822685696 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:52Z : PB = 826650624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:52Z : PB = 826650624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:52Z : PB = 826650624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:52Z : PB = 826650624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:52Z : PB = 826650624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:52Z : PB = 826650624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:52Z : PB = 826650624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:52Z : PB = 826650624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:53Z : PB = 830345216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:53Z : PB = 830345216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:53Z : PB = 830345216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:53Z : PB = 830345216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:53Z : PB = 830345216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:53Z : PB = 830156800 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:53Z : PB = 830156800 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:53Z : PB = 830156800 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:53Z : PB = 832380928 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:18:53Z : PB = 832380928 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:18:53Z : PB = 832380928 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:18:53Z : PB = 832380928 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:18:53Z : PB = 832380928 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:18:53Z : PB = 832380928 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:18:53Z : PB = 832380928 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:18:53Z : PB = 832380928 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:18:53Z : PB = 835829760 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
